,will it rain tomorrow,my prediction
16665,No,No
16666,No,No
16667,No,No
16668,Yes,Yes
16669,No,No
16670,No,No
16671,No,No
16672,No,No
16673,No,No
16674,No,No
16675,Yes,Yes
16676,No,No
16677,No,No
16678,Yes,Yes
16679,Yes,No
16680,No,No
16681,No,No
16682,No,No
16683,Yes,No
16684,No,No
16685,No,No
16686,No,No
16687,Yes,No
16688,No,No
16689,No,No
16690,No,No
16691,No,No
16692,No,No
16693,No,No
16694,No,No
16695,No,No
16696,No,No
16697,No,No
16698,No,No
16699,No,No
16700,No,No
16701,Yes,Yes
16702,No,No
16703,No,No
16704,No,No
16705,No,No
16706,No,No
16707,Yes,Yes
16708,No,No
16709,Yes,No
16710,No,No
16711,No,No
16712,No,No
16713,No,No
16714,No,No
16715,No,No
16716,Yes,No
16717,No,No
16718,No,No
16719,Yes,No
16720,No,No
16721,No,No
16722,No,Yes
16723,No,No
16724,No,No
16725,No,No
16726,No,No
16727,No,No
16728,No,No
16729,No,No
16730,No,No
16731,No,No
16732,No,No
16733,Yes,No
16734,No,No
16735,No,No
16736,No,No
16737,Yes,No
16738,No,No
16739,No,No
16740,Yes,Yes
16741,No,No
16742,No,No
16743,No,No
16744,No,No
16745,No,Yes
16746,No,No
16747,No,No
16748,No,No
16749,No,No
16750,No,No
16751,No,No
16752,Yes,Yes
16753,No,No
16754,No,No
16755,No,No
16756,No,No
16757,No,No
16758,No,No
16759,Yes,No
16760,No,No
16761,Yes,Yes
16762,Yes,No
16763,Yes,Yes
16764,No,No
16765,Yes,Yes
16766,No,No
16767,No,Yes
16768,No,No
16769,No,No
16770,No,No
16771,No,No
16772,No,No
16773,No,No
16774,No,No
16775,No,No
16776,No,No
16777,No,No
16778,No,No
16779,No,No
16780,Yes,No
16781,Yes,Yes
16782,No,No
16783,No,No
16784,No,No
16785,No,No
16786,No,No
16787,No,No
16788,No,No
16789,No,No
16790,No,No
16791,No,No
16792,No,Yes
16793,No,No
16794,No,No
16795,No,No
16796,Yes,No
16797,No,No
16798,No,No
16799,No,No
16800,No,No
16801,No,No
16802,No,No
16803,Yes,Yes
16804,No,No
16805,Yes,Yes
16806,No,No
16807,No,No
16808,No,No
16809,No,No
16810,Yes,No
16811,No,No
16812,No,No
16813,No,No
16814,No,No
16815,No,No
16816,No,No
16817,Yes,No
16818,No,Yes
16819,No,No
16820,No,No
16821,No,No
16822,No,No
16823,No,No
16824,No,No
16825,No,No
16826,No,No
16827,No,No
16828,No,No
16829,No,No
16830,No,No
16831,Yes,Yes
16832,Yes,Yes
16833,No,No
16834,No,No
16835,Yes,Yes
16836,No,No
16837,Yes,No
16838,No,No
16839,No,No
16840,No,No
16841,No,No
16842,Yes,No
16843,No,No
16844,Yes,Yes
16845,No,Yes
16846,Yes,No
16847,No,No
16848,No,No
16849,No,No
16850,Yes,No
16851,No,No
16852,Yes,No
16853,No,No
16854,Yes,Yes
16855,No,No
16856,No,No
16857,Yes,No
16858,No,No
16859,No,No
16860,No,No
16861,No,No
16862,No,No
16863,No,No
16864,No,No
16865,No,No
16866,No,No
16867,No,Yes
16868,No,No
16869,No,No
16870,No,No
16871,No,No
16872,Yes,Yes
16873,No,No
16874,No,No
16875,No,No
16876,No,No
16877,No,No
16878,Yes,No
16879,No,No
16880,No,No
16881,No,No
16882,No,No
16883,No,Yes
16884,No,No
16885,No,No
16886,Yes,No
16887,No,No
16888,No,No
16889,No,No
16890,No,No
16891,Yes,No
16892,Yes,No
16893,No,No
16894,No,No
16895,No,No
16896,Yes,No
16897,No,No
16898,No,Yes
16899,No,No
16900,No,No
16901,No,No
16902,Yes,No
16903,No,No
16904,Yes,No
16905,No,Yes
16906,No,No
16907,No,No
16908,No,No
16909,Yes,Yes
16910,No,No
16911,No,No
16912,No,No
16913,No,Yes
16914,No,Yes
16915,No,No
16916,No,No
16917,No,No
16918,Yes,No
16919,No,No
16920,No,No
16921,Yes,No
16922,No,No
16923,No,Yes
16924,Yes,Yes
16925,No,No
16926,No,No
16927,No,No
16928,No,Yes
16929,No,No
16930,No,No
16931,No,No
16932,Yes,No
16933,No,Yes
16934,Yes,No
16935,No,No
16936,No,Yes
16937,No,No
16938,Yes,Yes
16939,No,No
16940,No,No
16941,No,No
16942,No,No
16943,Yes,Yes
16944,No,No
16945,No,No
16946,No,No
16947,Yes,Yes
16948,No,Yes
16949,No,No
16950,No,No
16951,No,No
16952,No,No
16953,Yes,Yes
16954,No,No
16955,No,No
16956,No,No
16957,No,No
16958,No,No
16959,Yes,No
16960,No,No
16961,No,No
16962,No,No
16963,No,No
16964,No,No
16965,No,Yes
16966,No,No
16967,No,No
16968,No,No
16969,No,No
16970,No,No
16971,No,No
16972,No,No
16973,Yes,No
16974,No,Yes
16975,No,No
16976,No,No
16977,No,No
16978,Yes,No
16979,No,No
16980,No,No
16981,Yes,No
16982,No,No
16983,No,No
16984,No,No
16985,No,No
16986,No,No
16987,Yes,No
16988,No,No
16989,No,No
16990,Yes,No
16991,No,No
16992,Yes,Yes
16993,No,No
16994,No,No
16995,No,No
16996,No,No
16997,No,No
16998,No,No
16999,No,No
17000,No,No
17001,No,No
17002,Yes,No
17003,No,No
17004,No,No
17005,No,No
17006,No,No
17007,Yes,No
17008,No,No
17009,No,No
17010,No,No
17011,No,No
17012,No,No
17013,No,No
17014,Yes,No
17015,No,Yes
17016,Yes,No
17017,No,No
17018,No,No
17019,No,No
17020,No,Yes
17021,No,No
17022,Yes,No
17023,No,No
17024,No,Yes
17025,No,No
17026,Yes,No
17027,Yes,No
17028,No,No
17029,Yes,No
17030,Yes,Yes
17031,No,No
17032,No,No
17033,No,No
17034,No,No
17035,No,No
17036,No,No
17037,Yes,Yes
17038,No,No
17039,No,No
17040,No,No
17041,No,No
17042,Yes,Yes
17043,No,No
17044,No,No
17045,No,No
17046,No,No
17047,No,No
17048,Yes,Yes
17049,Yes,Yes
17050,No,No
17051,No,No
17052,Yes,No
17053,No,No
17054,Yes,No
17055,No,No
17056,No,No
17057,No,No
17058,Yes,Yes
17059,No,Yes
17060,No,No
17061,No,No
17062,No,No
17063,No,Yes
17064,No,No
17065,Yes,No
17066,No,Yes
17067,Yes,No
17068,No,No
17069,No,No
17070,No,No
17071,Yes,Yes
17072,No,No
17073,No,No
17074,No,No
17075,Yes,Yes
17076,No,No
17077,Yes,No
17078,No,No
17079,Yes,Yes
17080,Yes,Yes
17081,No,No
17082,No,No
17083,Yes,Yes
17084,No,No
17085,No,No
17086,No,No
17087,No,No
17088,No,Yes
17089,No,No
17090,No,No
17091,No,No
17092,No,No
17093,No,No
17094,No,No
17095,No,No
17096,No,No
17097,No,No
17098,Yes,No
17099,Yes,No
17100,Yes,No
17101,No,No
17102,No,No
17103,No,No
17104,No,No
17105,No,No
17106,No,No
17107,No,No
17108,No,No
17109,No,No
17110,No,No
17111,No,No
17112,Yes,No
17113,No,Yes
17114,No,No
17115,No,No
17116,No,No
17117,No,No
17118,No,No
17119,No,No
17120,No,No
17121,Yes,Yes
17122,No,No
17123,No,No
17124,No,No
17125,No,No
17126,No,No
17127,No,No
17128,No,No
17129,No,No
17130,No,Yes
17131,Yes,No
17132,No,No
17133,No,No
17134,No,No
17135,No,No
17136,No,No
17137,Yes,Yes
17138,No,No
17139,No,No
17140,No,No
17141,Yes,No
17142,No,No
17143,No,No
17144,No,No
17145,No,No
17146,No,No
17147,No,No
17148,No,No
17149,No,No
17150,Yes,Yes
17151,No,No
17152,No,No
17153,No,No
17154,No,No
17155,No,No
17156,Yes,Yes
17157,No,No
17158,No,Yes
17159,No,No
17160,Yes,No
17161,Yes,No
17162,Yes,Yes
17163,Yes,Yes
17164,Yes,No
17165,No,No
17166,No,No
17167,No,No
17168,No,No
17169,No,No
17170,No,No
17171,No,No
17172,No,No
17173,Yes,No
17174,No,No
17175,No,No
17176,Yes,Yes
17177,No,No
17178,No,No
17179,Yes,No
17180,No,No
17181,No,No
17182,No,No
17183,No,No
17184,No,No
17185,No,No
17186,No,No
17187,No,No
17188,No,No
17189,No,No
17190,No,No
17191,No,No
17192,No,No
17193,Yes,No
17194,No,No
17195,No,No
17196,No,No
17197,Yes,Yes
17198,No,No
17199,No,No
17200,No,No
17201,No,No
17202,Yes,No
17203,No,No
17204,Yes,Yes
17205,No,No
17206,No,No
17207,No,No
17208,No,No
17209,Yes,Yes
17210,No,No
17211,No,No
17212,No,No
17213,Yes,Yes
17214,No,No
17215,No,No
17216,No,No
17217,No,No
17218,Yes,Yes
17219,No,No
17220,No,No
17221,Yes,No
17222,No,No
17223,Yes,Yes
17224,No,No
17225,Yes,Yes
17226,No,No
17227,No,No
17228,No,No
17229,No,No
17230,No,No
17231,No,No
17232,No,No
17233,No,No
17234,No,No
17235,No,Yes
17236,Yes,Yes
17237,No,No
17238,No,No
17239,No,No
17240,No,No
17241,Yes,Yes
17242,Yes,No
17243,No,No
17244,No,No
17245,No,No
17246,Yes,Yes
17247,No,No
17248,No,No
17249,Yes,No
17250,No,No
17251,No,No
17252,No,No
17253,No,No
17254,No,No
17255,No,No
17256,No,No
17257,Yes,No
17258,No,No
17259,No,No
17260,No,No
17261,No,No
17262,No,No
17263,No,No
17264,No,No
17265,No,No
17266,No,No
17267,No,No
17268,No,No
17269,No,No
17270,No,No
17271,No,No
17272,No,No
17273,Yes,No
17274,No,No
17275,No,No
17276,No,No
17277,No,No
17278,No,No
17279,No,No
17280,No,No
17281,No,No
17282,No,No
17283,Yes,No
17284,No,Yes
17285,No,No
17286,Yes,No
17287,No,No
17288,Yes,No
17289,No,No
17290,No,No
17291,Yes,No
17292,No,No
17293,Yes,No
17294,No,No
17295,No,No
17296,Yes,No
17297,Yes,No
17298,No,No
17299,No,No
17300,No,No
17301,No,No
17302,Yes,Yes
17303,No,No
17304,Yes,Yes
17305,No,Yes
17306,Yes,Yes
17307,Yes,No
17308,Yes,No
17309,No,No
17310,No,No
17311,No,No
17312,No,No
17313,No,No
17314,Yes,No
17315,No,No
17316,No,No
17317,No,No
17318,No,No
17319,No,No
17320,Yes,No
17321,No,No
17322,Yes,No
17323,No,No
17324,No,No
17325,No,No
17326,No,No
17327,No,No
17328,No,No
17329,No,No
17330,No,No
17331,No,No
17332,No,No
17333,No,No
17334,Yes,No
17335,No,No
17336,Yes,No
17337,Yes,Yes
17338,No,No
17339,No,No
17340,No,No
17341,No,No
17342,No,No
17343,No,No
17344,No,No
17345,No,No
17346,No,No
17347,No,No
17348,No,No
17349,Yes,No
17350,Yes,Yes
17351,No,No
17352,No,No
17353,No,No
17354,No,No
17355,Yes,No
17356,No,No
17357,Yes,Yes
17358,No,No
17359,No,No
17360,No,No
17361,No,No
17362,No,No
17363,No,No
17364,Yes,Yes
17365,Yes,No
17366,Yes,Yes
17367,No,No
17368,No,No
17369,Yes,Yes
17370,No,No
17371,No,No
17372,Yes,Yes
17373,No,No
17374,No,No
17375,No,No
17376,No,No
17377,No,No
17378,No,No
17379,Yes,No
17380,Yes,Yes
17381,No,No
17382,No,No
17383,No,No
17384,No,No
17385,No,No
17386,No,No
17387,No,No
17388,No,No
17389,No,No
17390,No,No
17391,No,No
17392,Yes,No
17393,No,No
17394,Yes,Yes
17395,No,No
17396,Yes,Yes
17397,No,No
17398,Yes,Yes
17399,No,No
17400,Yes,No
17401,No,No
17402,No,No
17403,No,No
17404,No,No
17405,No,No
17406,No,No
17407,No,No
17408,No,No
17409,No,No
17410,No,No
17411,No,No
17412,No,No
17413,No,No
17414,No,No
17415,No,No
17416,No,No
17417,No,No
17418,Yes,Yes
17419,No,No
17420,No,No
17421,No,No
17422,No,No
17423,No,No
17424,Yes,Yes
17425,No,No
17426,No,No
17427,Yes,Yes
17428,No,No
17429,No,No
17430,No,No
17431,No,No
17432,Yes,Yes
17433,Yes,No
17434,Yes,Yes
17435,Yes,No
17436,No,No
17437,Yes,No
17438,No,No
17439,No,Yes
17440,No,No
17441,No,No
17442,Yes,Yes
17443,No,No
17444,No,No
17445,No,No
17446,Yes,No
17447,Yes,Yes
17448,No,No
17449,No,No
17450,Yes,Yes
17451,No,No
17452,No,Yes
17453,Yes,Yes
17454,No,No
17455,No,No
17456,No,No
17457,No,No
17458,No,No
17459,No,No
17460,No,No
17461,Yes,No
17462,No,No
17463,No,No
17464,No,No
17465,No,No
17466,No,No
17467,No,No
17468,No,No
17469,No,No
17470,Yes,No
17471,No,No
17472,No,Yes
17473,No,No
17474,No,No
17475,Yes,Yes
17476,No,No
17477,No,No
17478,No,No
17479,No,No
17480,No,No
17481,No,No
17482,No,No
17483,No,No
17484,Yes,No
17485,No,No
17486,Yes,No
17487,No,No
17488,Yes,No
17489,No,No
17490,Yes,Yes
17491,Yes,No
17492,No,No
17493,No,No
17494,No,No
17495,No,No
17496,Yes,No
17497,Yes,Yes
17498,No,No
17499,No,No
17500,No,No
17501,Yes,No
17502,Yes,Yes
17503,No,No
17504,No,No
17505,No,No
17506,No,No
17507,No,No
17508,No,No
17509,No,No
17510,No,No
17511,No,No
17512,No,No
17513,No,No
17514,No,No
17515,No,No
17516,No,No
17517,No,No
17518,No,No
17519,Yes,No
17520,No,No
17521,Yes,Yes
17522,Yes,Yes
17523,No,Yes
17524,Yes,Yes
17525,No,No
17526,No,No
17527,Yes,No
17528,Yes,Yes
17529,No,Yes
17530,No,Yes
17531,No,No
17532,Yes,No
17533,No,No
17534,No,No
17535,No,No
17536,No,No
17537,No,No
17538,Yes,Yes
17539,Yes,No
17540,Yes,Yes
17541,No,No
17542,No,No
17543,No,No
17544,No,No
17545,No,No
17546,No,No
17547,No,No
17548,Yes,Yes
17549,No,No
17550,No,No
17551,No,No
17552,No,No
17553,No,No
17554,No,No
17555,Yes,Yes
17556,Yes,No
17557,No,No
17558,No,No
17559,Yes,Yes
17560,No,No
17561,No,No
17562,No,No
17563,No,No
17564,No,Yes
17565,No,No
17566,No,Yes
17567,No,No
17568,No,No
17569,No,No
17570,Yes,No
17571,No,No
17572,Yes,Yes
17573,Yes,Yes
17574,No,No
17575,No,No
17576,No,Yes
17577,No,No
17578,No,No
17579,Yes,No
17580,No,No
17581,No,No
17582,No,No
17583,Yes,No
17584,No,No
17585,Yes,No
17586,No,No
17587,No,No
17588,Yes,No
17589,No,No
17590,Yes,No
17591,No,No
17592,No,No
17593,Yes,Yes
17594,No,Yes
17595,No,No
17596,No,No
17597,No,No
17598,No,No
17599,No,Yes
17600,No,Yes
17601,No,No
17602,No,No
17603,No,No
17604,No,Yes
17605,Yes,No
17606,No,No
17607,No,No
17608,No,No
17609,No,No
17610,Yes,No
17611,No,No
17612,Yes,No
17613,Yes,No
17614,No,No
17615,Yes,Yes
17616,No,No
17617,No,No
17618,No,No
17619,Yes,No
17620,No,No
17621,No,Yes
17622,No,No
17623,No,No
17624,No,No
17625,No,No
17626,No,No
17627,No,No
17628,Yes,Yes
17629,Yes,Yes
17630,No,No
17631,No,No
17632,No,No
17633,Yes,No
17634,No,Yes
17635,No,No
17636,No,No
17637,No,No
17638,No,No
17639,No,No
17640,No,No
17641,Yes,No
17642,No,No
17643,No,No
17644,No,No
17645,No,No
17646,No,No
17647,No,No
17648,No,No
17649,Yes,Yes
17650,No,No
17651,No,No
17652,No,Yes
17653,No,No
17654,No,No
17655,Yes,Yes
17656,Yes,No
17657,No,No
17658,No,No
17659,No,No
17660,No,No
17661,Yes,No
17662,No,No
17663,No,No
17664,No,No
17665,No,No
17666,No,No
17667,Yes,No
17668,No,No
17669,No,No
17670,Yes,No
17671,No,No
17672,Yes,Yes
17673,No,No
17674,No,No
17675,No,No
17676,No,No
17677,No,No
17678,Yes,Yes
17679,Yes,Yes
17680,No,No
17681,Yes,Yes
17682,Yes,No
17683,No,No
17684,Yes,No
17685,No,No
17686,No,No
17687,Yes,Yes
17688,No,No
17689,No,No
17690,No,No
17691,Yes,No
17692,Yes,No
17693,Yes,Yes
17694,No,No
17695,No,No
17696,No,No
17697,No,No
17698,No,No
17699,No,No
17700,No,No
17701,Yes,No
17702,No,No
17703,Yes,No
17704,No,No
17705,Yes,No
17706,No,No
17707,No,No
17708,No,No
17709,No,No
17710,No,No
17711,Yes,No
17712,No,No
17713,Yes,No
17714,No,No
17715,Yes,Yes
17716,No,No
17717,No,No
17718,No,No
17719,No,No
17720,Yes,No
17721,No,No
17722,No,No
17723,Yes,No
17724,No,No
17725,No,No
17726,No,Yes
17727,No,No
17728,No,No
17729,No,No
17730,Yes,No
17731,No,No
17732,No,No
17733,No,No
17734,Yes,Yes
17735,Yes,No
17736,No,No
17737,No,No
17738,No,No
17739,No,No
17740,No,No
17741,No,No
17742,No,No
17743,No,No
17744,No,No
17745,No,No
17746,No,No
17747,No,Yes
17748,No,No
17749,No,No
17750,Yes,No
17751,No,No
17752,No,No
17753,No,No
17754,Yes,No
17755,No,No
17756,No,No
17757,No,No
17758,No,No
17759,No,No
17760,No,No
17761,No,No
17762,Yes,Yes
17763,No,No
17764,No,No
17765,No,No
17766,Yes,No
17767,Yes,Yes
17768,Yes,No
17769,No,No
17770,No,No
17771,No,No
17772,Yes,No
17773,No,No
17774,No,No
17775,No,No
17776,No,No
17777,Yes,Yes
17778,No,No
17779,No,No
17780,No,No
17781,No,No
17782,No,No
17783,No,No
17784,Yes,No
17785,No,No
17786,Yes,No
17787,Yes,No
17788,No,No
17789,No,Yes
17790,No,No
17791,No,No
17792,No,Yes
17793,No,No
17794,No,No
17795,No,No
17796,Yes,Yes
17797,No,No
17798,No,No
17799,No,No
17800,No,No
17801,No,No
17802,No,No
17803,No,No
17804,No,No
17805,No,No
17806,Yes,No
17807,No,No
17808,No,No
17809,No,No
17810,No,No
17811,Yes,Yes
17812,No,No
17813,Yes,No
17814,No,No
17815,Yes,No
17816,No,No
17817,No,No
17818,No,No
17819,No,No
17820,No,No
17821,No,Yes
17822,No,No
17823,No,Yes
17824,Yes,Yes
17825,Yes,No
17826,Yes,No
17827,No,No
17828,No,No
17829,No,No
17830,No,No
17831,No,No
17832,No,No
17833,No,No
17834,Yes,No
17835,No,No
17836,No,No
17837,No,No
17838,No,No
17839,No,Yes
17840,No,No
17841,No,No
17842,Yes,Yes
17843,No,No
17844,Yes,No
17845,Yes,Yes
17846,No,No
17847,No,No
17848,No,No
17849,No,No
17850,No,Yes
17851,No,No
17852,No,No
17853,Yes,No
17854,No,No
17855,No,No
17856,Yes,No
17857,No,Yes
17858,No,No
17859,No,No
17860,No,No
17861,No,No
17862,No,No
17863,No,No
17864,Yes,Yes
17865,No,No
17866,No,No
17867,No,Yes
17868,Yes,Yes
17869,No,No
17870,Yes,Yes
17871,Yes,No
17872,Yes,Yes
17873,No,No
17874,No,No
17875,No,No
17876,No,No
17877,No,No
17878,Yes,No
17879,No,No
17880,No,No
17881,No,Yes
17882,No,No
17883,No,No
17884,No,No
17885,No,Yes
17886,Yes,No
17887,No,No
17888,No,No
17889,Yes,No
17890,Yes,No
17891,No,No
17892,Yes,Yes
17893,No,No
17894,Yes,Yes
17895,No,No
17896,No,No
17897,No,No
17898,No,No
17899,Yes,No
17900,No,No
17901,No,No
17902,No,No
17903,Yes,No
17904,No,No
17905,No,No
17906,No,No
17907,No,No
17908,No,No
17909,No,No
17910,No,No
17911,No,No
17912,No,No
17913,No,No
17914,Yes,Yes
17915,No,No
17916,No,No
17917,Yes,Yes
17918,No,Yes
17919,Yes,Yes
17920,No,No
17921,No,No
17922,No,No
17923,No,No
17924,No,No
17925,No,No
17926,Yes,Yes
17927,No,No
17928,No,No
17929,No,Yes
17930,No,No
17931,No,No
17932,No,No
17933,No,No
17934,Yes,Yes
17935,Yes,No
17936,Yes,Yes
17937,No,Yes
17938,No,No
17939,No,No
17940,Yes,No
17941,No,No
17942,Yes,Yes
17943,No,No
17944,No,No
17945,No,No
17946,No,No
17947,No,No
17948,No,No
17949,Yes,Yes
17950,No,No
17951,No,No
17952,No,No
17953,No,No
17954,No,No
17955,No,No
17956,Yes,No
17957,Yes,No
17958,No,No
17959,No,No
17960,No,No
17961,No,No
17962,No,No
17963,No,Yes
17964,No,No
17965,No,No
17966,No,No
17967,No,No
17968,No,No
17969,No,No
17970,No,No
17971,No,No
17972,No,No
17973,No,No
17974,No,No
17975,No,No
17976,Yes,Yes
17977,No,No
17978,No,No
17979,No,No
17980,No,No
17981,No,Yes
17982,No,No
17983,No,No
17984,Yes,Yes
17985,No,No
17986,No,No
17987,No,No
17988,No,No
17989,Yes,No
17990,No,No
17991,No,No
17992,No,Yes
17993,No,No
17994,No,No
17995,No,No
17996,No,No
17997,No,Yes
17998,No,No
17999,No,No
18000,No,No
18001,No,No
18002,Yes,Yes
18003,Yes,No
18004,No,No
18005,No,No
18006,No,No
18007,No,No
18008,No,No
18009,No,No
18010,No,No
18011,No,No
18012,No,No
18013,No,No
18014,No,No
18015,Yes,No
18016,No,No
18017,No,No
18018,No,Yes
18019,No,No
18020,No,No
18021,No,No
18022,No,No
18023,No,No
18024,No,No
18025,No,No
18026,No,Yes
18027,No,No
18028,No,No
18029,No,No
18030,No,No
18031,Yes,Yes
18032,No,Yes
18033,No,No
18034,No,No
18035,No,No
18036,No,No
18037,Yes,No
18038,Yes,No
18039,No,No
18040,No,No
18041,Yes,No
18042,No,No
18043,No,No
18044,No,No
18045,No,No
18046,No,No
18047,No,No
18048,No,No
18049,No,No
18050,Yes,Yes
18051,No,No
18052,No,No
18053,No,No
18054,No,No
18055,No,No
18056,No,Yes
18057,No,No
18058,No,No
18059,Yes,Yes
18060,No,No
18061,No,No
18062,No,No
18063,Yes,No
18064,No,No
18065,No,No
18066,No,No
18067,Yes,No
18068,No,No
18069,Yes,Yes
18070,No,No
18071,No,No
18072,No,No
18073,No,No
18074,No,No
18075,Yes,Yes
18076,No,No
18077,Yes,No
18078,Yes,Yes
18079,Yes,Yes
18080,Yes,Yes
18081,No,No
18082,No,No
18083,Yes,No
18084,No,No
18085,No,No
18086,Yes,Yes
18087,No,No
18088,No,No
18089,No,No
18090,No,No
18091,No,No
18092,No,No
18093,No,No
18094,No,No
18095,No,Yes
18096,No,No
18097,No,No
18098,No,No
18099,Yes,No
18100,No,No
18101,No,No
18102,No,No
18103,No,No
18104,No,No
18105,No,No
18106,No,No
18107,Yes,Yes
18108,Yes,No
18109,No,No
18110,No,No
18111,No,No
18112,Yes,Yes
18113,Yes,Yes
18114,Yes,Yes
18115,No,No
18116,No,No
18117,No,No
18118,No,No
18119,No,No
18120,No,No
18121,No,Yes
18122,No,No
18123,Yes,No
18124,No,No
18125,No,No
18126,No,No
18127,No,No
18128,No,No
18129,No,No
18130,Yes,Yes
18131,No,No
18132,No,No
18133,No,No
18134,Yes,No
18135,No,No
18136,No,Yes
18137,No,No
18138,No,No
18139,No,No
18140,No,No
18141,No,No
18142,No,No
18143,Yes,Yes
18144,No,No
18145,No,No
18146,No,No
18147,No,No
18148,No,No
18149,No,No
18150,No,No
18151,No,No
18152,No,No
18153,Yes,No
18154,No,No
18155,No,No
18156,No,No
18157,No,No
18158,Yes,No
18159,No,No
18160,Yes,No
18161,No,No
18162,No,No
18163,Yes,No
18164,No,No
18165,No,No
18166,No,No
18167,No,No
18168,No,Yes
18169,No,No
18170,No,No
18171,No,No
18172,No,No
18173,No,No
18174,No,No
18175,No,No
18176,No,No
18177,No,No
18178,Yes,Yes
18179,No,No
18180,No,No
18181,No,No
18182,Yes,Yes
18183,No,No
18184,Yes,No
18185,No,No
18186,Yes,Yes
18187,No,No
18188,No,No
18189,No,No
18190,No,No
18191,No,No
18192,No,No
18193,No,No
18194,No,No
18195,Yes,No
18196,No,Yes
18197,No,No
18198,No,No
18199,No,No
18200,No,No
18201,No,No
18202,No,No
18203,Yes,Yes
18204,No,No
18205,No,No
18206,No,No
18207,No,No
18208,No,No
18209,No,No
18210,No,No
18211,No,No
18212,No,No
18213,No,No
18214,No,No
18215,No,No
18216,No,No
18217,No,No
18218,No,No
18219,Yes,No
18220,No,No
18221,Yes,No
18222,No,Yes
18223,No,No
18224,No,No
18225,No,No
18226,No,No
18227,No,No
18228,No,No
18229,No,No
18230,No,No
18231,No,No
18232,No,No
18233,Yes,No
18234,No,No
18235,Yes,Yes
18236,Yes,No
18237,No,No
18238,Yes,Yes
18239,No,No
18240,No,No
18241,Yes,Yes
18242,No,No
18243,No,No
18244,No,No
18245,Yes,Yes
18246,Yes,Yes
18247,No,No
18248,No,No
18249,No,No
18250,No,No
18251,No,No
18252,No,No
18253,No,No
18254,No,No
18255,Yes,No
18256,No,No
18257,No,No
18258,No,No
18259,No,No
18260,No,No
18261,Yes,Yes
18262,No,No
18263,No,No
18264,No,No
18265,Yes,No
18266,No,No
18267,No,No
18268,No,No
18269,Yes,No
18270,Yes,No
18271,No,No
18272,No,No
18273,Yes,No
18274,No,No
18275,No,No
18276,No,No
18277,Yes,Yes
18278,No,No
18279,No,No
18280,No,No
18281,Yes,Yes
18282,Yes,Yes
18283,Yes,No
18284,No,No
18285,No,No
18286,Yes,No
18287,No,No
18288,No,No
18289,No,No
18290,No,No
18291,No,Yes
18292,No,No
18293,No,No
18294,Yes,Yes
18295,Yes,Yes
18296,No,Yes
18297,No,No
18298,No,No
18299,No,No
18300,No,No
18301,Yes,No
18302,No,Yes
18303,No,No
18304,No,Yes
18305,No,Yes
18306,No,No
18307,No,No
18308,No,No
18309,No,Yes
18310,Yes,Yes
18311,No,No
18312,No,No
18313,No,No
18314,Yes,No
18315,No,No
18316,Yes,No
18317,No,No
18318,Yes,No
18319,Yes,No
18320,No,No
18321,No,No
18322,No,No
18323,Yes,Yes
18324,No,No
18325,No,No
18326,No,No
18327,No,Yes
18328,No,No
18329,Yes,Yes
18330,Yes,No
18331,No,No
18332,No,No
18333,No,No
18334,No,No
18335,No,No
18336,No,No
18337,No,No
18338,Yes,Yes
18339,No,No
18340,Yes,No
18341,No,No
18342,No,No
18343,No,No
18344,Yes,No
18345,No,No
18346,No,No
18347,No,No
18348,No,No
18349,No,No
18350,No,No
18351,No,No
18352,Yes,Yes
18353,No,No
18354,No,No
18355,No,No
18356,No,No
18357,No,No
18358,Yes,Yes
18359,No,No
18360,Yes,No
18361,No,No
18362,No,No
18363,Yes,No
18364,Yes,No
18365,No,No
18366,No,No
18367,Yes,Yes
18368,No,Yes
18369,Yes,Yes
18370,No,No
18371,No,No
18372,No,No
18373,No,No
18374,No,No
18375,No,No
18376,No,No
18377,No,No
18378,No,No
18379,Yes,Yes
18380,No,No
18381,Yes,Yes
18382,No,No
18383,Yes,Yes
18384,Yes,Yes
18385,No,No
18386,No,No
18387,No,No
18388,Yes,No
18389,No,No
18390,No,No
18391,No,No
18392,No,No
18393,Yes,No
18394,Yes,No
18395,No,No
18396,No,No
18397,No,No
18398,No,No
18399,No,No
18400,No,No
18401,No,No
18402,No,No
18403,No,No
18404,Yes,No
18405,No,No
18406,No,No
18407,No,No
18408,No,No
18409,No,No
18410,No,No
18411,No,No
18412,Yes,Yes
18413,No,Yes
18414,No,No
18415,No,No
18416,No,No
18417,No,Yes
18418,No,Yes
18419,No,No
18420,No,No
18421,No,No
18422,No,No
18423,Yes,Yes
18424,No,No
18425,No,No
18426,No,No
18427,No,No
18428,No,No
18429,No,No
18430,No,No
18431,No,No
18432,No,No
18433,Yes,No
18434,No,No
18435,No,No
18436,No,No
18437,No,No
18438,No,Yes
18439,No,No
18440,No,Yes
18441,No,No
18442,No,No
18443,No,No
18444,No,No
18445,No,No
18446,No,No
18447,No,No
18448,No,No
18449,No,No
18450,No,No
18451,No,Yes
18452,No,No
18453,No,No
18454,Yes,Yes
18455,No,No
18456,No,No
18457,No,No
18458,No,Yes
18459,Yes,No
18460,No,No
18461,No,No
18462,Yes,No
18463,No,No
18464,No,No
18465,No,No
18466,No,No
18467,No,No
18468,No,No
18469,Yes,No
18470,No,No
18471,No,No
18472,No,No
18473,No,No
18474,No,No
